FrameID,BodyID,Type,Joint 1,Joint 2,Joint 3,Joint 4,Joint 5,Joint 6,Joint 7,Joint 8,Joint 9,Joint 10,Joint 11,Joint 12,Joint 13,Joint 14,Joint 15,Joint 16,Joint 17,Joint 18,Joint 19,Joint 20,Joint 21,Distances
0,0,Keypoints(m),"[4.772, 0.893, 11.9025]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[5.244, 1.204, 12.2215]","[5.201, 1.662, 11.7965]","[4.898, 1.896, 10.766]","[4.348, 1.966, 10.597]","[4.323, 1.966, 10.597]","[4.315, 2.371, 10.5155]","[4.348, 2.863, 10.597]","[4.33, 1.936, 10.434]","[4.315, 2.396, 10.5155]","[4.323, 2.888, 10.597]","[0.0, 0.0, 0.0]","[5.13, 0.9, 12.797]","[5.448, 0.944, 13.432]","[5.448, 0.944, 13.432]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
0,0,Keypoints(image),"[596000.0, 268000.0, 543.3259999999999]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[608000.0, 278000.0, 544.8]","[613000.0, 296000.0, 402.43600000000004]","[619000.0, 311000.0, 400.189]","[600000.0, 315000.0, 670.142]","[599000.0, 315000.0, 605.4159999999999]","[600000.0, 332000.0, 432.238]","[600000.0, 351000.0, 308.885]","[602000.0, 315000.0, 611.679]","[600000.0, 333000.0, 670.239]","[599000.0, 352000.0, 690.2049999999999]","[596000.0, 266000.0, 245.118]","[596000.0, 266000.0, 354.766]","[598000.0, 266000.0, 332.876]","[598000.0, 266000.0, 562.883]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
0,,Distance(m),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,Cloud Points(m),"[4.772, 0.893, 11.9025]","[5.244, 1.204, 12.2215]","[0.0, 0.0, 0.0]","[4.898, 1.896, 10.766]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[4.348, 2.863, 10.597]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[4.323, 2.888, 10.597]","[0.0, 0.0, 0.0]","[5.13, 0.9, 12.797]","[5.448, 0.944, 13.432]","[0.0, 0.0, 0.0]"
1,0,Keypoints(m),"[0.0, 0.0, 0.0]","[4.323, 1.069, 10.597]","[4.487, 1.17, 11.6015]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[5.441, 1.219, 12.6785]","[4.972, 1.606, 11.4]","[5.007, 1.906, 11.119]","[4.348, 1.916, 10.597]","[4.323, 1.916, 10.597]","[4.192, 2.317, 10.276]","[4.224, 2.797, 10.355]","[4.398, 1.966, 10.597]","[4.192, 2.365, 10.276]","[4.168, 2.8, 10.276]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[4.392, 1.035, 10.766]","[0.0, 0.0, 0.0]"
1,0,Keypoints(image),"[0.0, 0.0, 0.0]","[599000.0, 279000.0, 596.453]","[590000.0, 279000.0, 521.09]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[608000.0, 277000.0, 605.2669999999999]","[611000.0, 296000.0, 363.464]","[617000.0, 309000.0, 358.626]","[600000.0, 313000.0, 669.721]","[599000.0, 313000.0, 627.65]","[599000.0, 332000.0, 583.859]","[599000.0, 351000.0, 552.9150000000001]","[602000.0, 315000.0, 568.251]","[599000.0, 334000.0, 661.412]","[598000.0, 352000.0, 675.894]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[599000.0, 277000.0, 598.466]","[0.0, 0.0, 0.0]"
1,,Distance(m),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,Cloud Points(m),"[0.0, 0.0, 0.0]","[4.487, 1.17, 11.6015]","[5.441, 1.219, 12.6785]","[0.0, 0.0, 0.0]","[5.007, 1.906, 11.119]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[4.224, 2.797, 10.355]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[4.168, 2.8, 10.276]","[4.392, 1.035, 10.766]"
1,0,Cloud Points(m),"[0.0, 0.0, 0.0]","[4.487, 1.17, 11.6015]","[5.441, 1.219, 12.6785]","[0.0, 0.0, 0.0]","[5.007, 1.906, 11.119]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[4.224, 2.797, 10.355]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[4.168, 2.8, 10.276]","[4.392, 1.035, 10.766]"
2,0,Keypoints(m),"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[4.348, 1.916, 10.597]","[4.323, 1.916, 10.597]","[4.29, 2.396, 10.5155]","[4.257, 2.843, 10.434]","[4.493, 1.997, 10.766]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
